Ticker,Weight
GOOG,0.04580219143424972
AAPL,0.06743220408179627
FB,0.20080323161888458
BABA,0.08494261239806586
AMZN,0.03525209444488411
GE,0.0
AMD,0.0
WMT,-2.93277784765577e-17
BAC,0.0
GM,0.0
T,0.0
UAA,0.0
SHLD,0.0
XOM,0.0
RRC,0.0
BBY,0.015866953261626834
MA,0.3287015184485125
PFE,0.20393794513791266
JPM,0.0
SBUX,0.01726124917406771
